ngsl_rank,ngsl_band,term,phonetic,definition_vi,part_of_speech,all_pos,level,track,is_function_word,family_size,word_family,needs_review
837,1000,suffer,/ˈsʌfər/,"chịu đựng, đau khổ, gánh chịu",Verb,Verb,A2,Kids,0,6,suffers suffered suffering sufferred sufferring,0
838,1000,strategy,/ˈstrætədʒi/,"chiến lược, sách lược, kế sách",Noun,Noun,A2,Kids,0,2,strategies,0
839,1000,deep,/diːp/,"sâu, sâu thẳm, sâu sắc",Adjective,Adjective|Adverb|Noun,A2,Kids,0,4,deeper deepest deeps,0
840,1000,except,/ɪkˈsɛpt/,"trừ, ngoại trừ, trừ ra",Preposition,Verb|Preposition|Conjunction,A2,Grammar,1,4,excepts excepted excepting,0
841,1000,clean,/kliːn/,"lau chùi, dọn dẹp, làm sạch",Verb,Adjective|Noun|Adverb|Verb,A2,Kids,0,5,cleans cleaned cleaning cleanings,0
842,1000,tend,/tɛnd/,"có xu hướng, thường hay, hay là",Verb,Verb,A2,Kids,0,4,tends tended tending,0
843,1000,advance,/ədˈvæns/,"tiến lên, tiến bộ, thúc đẩy",Verb,Noun|Verb,A2,Kids,0,4,advances advanced advancing,0
844,1000,fill,/fɪl/,"lấp đầy, đổ đầy, điền vào",Verb,Noun|Verb,A2,Kids,0,5,fills filled filling fillings,0
845,1000,star,/stɑːr/,"ngôi sao, vì sao; minh tinh",Noun,Noun|Verb,A2,Kids,0,4,stars starred starring,1
846,1000,network,/ˈnɛˌtwɜːrk/,"mạng lưới, mạng, hệ thống liên kết",Noun,Noun,A2,Kids,0,4,networks networked networking,0
847,1000,generally,/ˈdʒɛnərəli/,"nói chung, thường thì, đại thể",Adverb,Adverb,A2,Kids,0,1,,0
848,1000,operation,/ˌɑːpərˈeɪʃən/,"hoạt động, sự vận hành, ca phẫu thuật",Noun,Noun,A2,Kids,0,2,operations,0
849,1000,match,/mætʃ/,"hợp với, xứng với, ghép đôi",Verb,Noun|Verb,A2,Kids,0,4,matches matched matching,0
850,1000,avoid,/əˈvɔɪd/,"tránh, né tránh, lảng tránh",Verb,Verb,A2,Kids,0,4,avoids avoided avoiding,0
851,1000,seat,/siːt/,"chỗ ngồi, ghế ngồi, chiếc ghế",Noun,Noun|Verb,A2,Kids,0,4,seats seated seating,0
852,1000,throw,/θroʊ/,"ném, quăng, vứt",Verb,Noun|Verb,A2,Kids,0,5,throws threw throwing thrown,0
853,1000,task,/tæsk/,"nhiệm vụ, công việc, phận sự",Noun,Noun|Verb,A2,Kids,0,4,tasks tasked tasking,0
854,1000,normal,/ˈnɔːrməl/,"bình thường, thông thường, thường lệ",Adjective,Adjective|Noun,A2,Kids,0,2,normals,0
855,1000,goal,/ɡoʊl/,"mục tiêu, mục đích; bàn thắng",Noun,Noun,A2,Kids,0,2,goals,1
856,1000,associate,/əˈsoʊsiət/,"liên kết, liên tưởng, kết giao",Verb,Adjective|Noun|Verb,A2,Kids,0,4,associates associated associating,0
857,1000,blue,/bluː/,"màu xanh lam, xanh dương, xanh biếc",Adjective,Adjective|Noun|Verb,A2,Kids,0,6,blues blued bluing bluer bluest,0
858,1000,positive,/ˈpɑːzətɪv/,"tích cực, lạc quan; dương tính",Adjective,Adjective|Noun,A2,Kids,0,2,positives,1
859,1000,option,/ˈɑːpʃən/,"lựa chọn, phương án, quyền chọn",Noun,Noun,A2,Kids,0,2,options,0
860,1000,box,/bɑːks/,"cái hộp, cái thùng, ô vuông",Noun,Noun|Verb,A2,Kids,0,4,boxes boxed boxing,0
861,1000,huge,/hjuːdʒ/,"khổng lồ, to lớn, đồ sộ",Adjective,Adjective,A2,Kids,0,3,huger hugest,0
862,1000,message,/ˈmɛsədʒ/,"tin nhắn, thông điệp, lời nhắn",Noun,Noun|Verb,A2,Kids,0,4,messages messaged messaging,0
863,1000,instance,/ˈɪnstəns/,"trường hợp, ví dụ, dẫn chứng",Noun,Noun|Verb,A2,Kids,0,4,instances instanced instancing,0
864,1000,style,/staɪl/,"phong cách, kiểu dáng, lối",Noun,Noun|Verb,A2,Kids,0,4,styles styled styling,0
865,1000,refer,/rəˈfɜːr/,"đề cập, nhắc đến, tham khảo",Verb,Verb,A2,Kids,0,6,refers referred referring refered refering,0
866,1000,cold,/koʊld/,"lạnh, lạnh lẽo, nguội",Adjective,Adjective|Noun,A2,Kids,0,4,colder coldest colds,0
867,1000,push,/pʊʃ/,"đẩy, xô, thúc đẩy",Verb,Noun|Verb,A2,Kids,0,4,pushes pushed pushing,0
868,1000,quarter,/ˈkwɔːrtər/,"một phần tư; quý, quý năm",Noun,Noun|Verb,A2,Kids,0,4,quarters quartered quartering,1
869,1000,assume,/əˈsuːm/,"cho rằng, giả định, đảm nhận",Verb,Verb,A2,Kids,0,4,assumes assumed assuming,0
870,1000,baby,/ˈbeɪbi/,"em bé, đứa bé, trẻ sơ sinh",Noun,Noun,A2,Kids,0,4,babies babied babying,0
871,1000,successful,/səkˈsɛsfəl/,"thành công, thành đạt, có kết quả tốt",Adjective,Adjective,A2,Kids,0,1,,0
872,1000,sing,/sɪŋ/,"hát, ca hát, hót",Verb,Verb|Noun,A2,Kids,0,5,sings sang singing sung,0
873,1000,doubt,/daʊt/,"nghi ngờ, hoài nghi, ngờ vực",Verb,Noun|Verb,A2,Kids,0,4,doubts doubted doubting,0
874,1000,competition,/ˌkɑːmpəˈtɪʃən/,"cuộc thi, sự cạnh tranh, cuộc tranh tài",Noun,Noun,A2,Kids,0,2,competitions,0
875,1000,theory,/ˈθɪri/,"lý thuyết, học thuyết, lý luận",Noun,Noun,A2,Kids,0,2,theories,0
876,1000,propose,/prəˈpoʊz/,"đề xuất, đề nghị, cầu hôn",Verb,Verb,A2,Kids,0,4,proposes proposed proposing,0
877,1000,reference,/ˈrɛfərəns/,"sự tham khảo, tài liệu tham khảo, sự nhắc đến",Noun,Noun,A2,Kids,0,4,references referenced referencing,0
878,1000,argument,/ˈɑːrɡjəmənt/,"cuộc tranh cãi, lập luận, lý lẽ",Noun,Noun,A2,Kids,0,2,arguments,0
879,1000,adult,/əˈdʌlt/,"người lớn, người trưởng thành",Noun,Noun|Adjective,A2,Kids,0,2,adults,0
880,1000,fly,/flaɪ/,"bay, bay lượn, lái máy bay",Verb,Noun|Verb|Adjective,A2,Kids,0,5,flies flew flying flown,0
881,1000,document,/ˈdɑːkjəmɛnt/,"tài liệu, văn kiện, giấy tờ",Noun,Noun|Verb,A2,Kids,0,4,documents documented documenting,0
882,1000,pattern,/ˈpætərn/,"hình mẫu, khuôn mẫu, mô hình",Noun,Noun|Verb,A2,Kids,0,4,patterns patterned patterning,0
883,1000,application,/ˌæpləˈkeɪʃən/,"đơn xin, sự ứng dụng, phần mềm ứng dụng",Noun,Noun,A2,Kids,0,2,applications,0
884,1000,hot,/hɑːt/,"nóng, nóng bức, cay",Adjective,Adjective|Adverb|Verb,A2,Kids,0,4,hots hotter hottest,0
885,1000,obviously,/ˈɑːbviəsli/,"rõ ràng là, hiển nhiên, dĩ nhiên",Adverb,Adverb|Adjective,A2,Kids,0,1,,0
886,1000,unclear,/ənˈklɪr/,"không rõ ràng, mơ hồ, khó hiểu",Adjective,Adjective,A2,Kids,0,1,,0
887,1000,bill,/bɪl/,"hóa đơn, dự luật, tờ tiền",Noun,Noun|Verb,A2,Kids,0,4,bills billed billing,0
888,1000,search,/sɜːrtʃ/,"tìm kiếm, lục soát, lùng sục",Verb,Noun|Verb,A2,Kids,0,4,searches searched searching,0
889,1000,separate,/ˈsɛpərˌeɪt/,"tách ra, chia tách, phân ra",Verb,Adjective|Noun|Verb,A2,Kids,0,4,separates separated separating,0
890,1000,central,/ˈsɛntrəl/,"trung tâm, ở giữa, chủ chốt",Adjective,Adjective|Noun,A2,Kids,0,2,centrals,0
891,1000,career,/kərˈɪr/,"sự nghiệp, nghề nghiệp, con đường công danh",Noun,Noun|Verb,A2,Kids,0,4,careers careered careering,0
892,1000,anyway,/ˈɛniˌweɪ/,"dù sao, dù sao đi nữa, thôi thì",Adverb,Adverb,A2,Kids,0,2,anyways,0
893,1000,speech,/spiːtʃ/,"bài phát biểu, lời nói, khả năng nói",Noun,Noun,A2,Kids,0,2,speeches,0
894,1000,dog,/dɔːɡ/,"con chó, chó, loài chó",Noun,Noun|Verb,A2,Kids,0,4,dogs dogged dogging,0
895,1000,officer,/ˈɔːfəsər/,"sĩ quan, viên chức, cảnh sát",Noun,Noun|Verb,A2,Kids,0,4,officers officered officering,0
896,1000,throughout,/θruˈaʊt/,"suốt, khắp, trong suốt",Preposition,Preposition|Adverb,A2,Grammar,1,1,,0
897,1000,oil,/ɔɪl/,"dầu, dầu mỏ, dầu ăn",Noun,Noun|Verb,A2,Kids,0,4,oils oiled oiling,0
898,1000,dress,/drɛs/,"váy, đầm, trang phục",Noun,Noun|Verb,A2,Kids,0,4,dresses dressed dressing,0
899,1000,profit,/ˈprɑːfət/,"lợi nhuận, tiền lời, lợi ích",Noun,Noun|Verb,A2,Kids,0,4,profits profited profiting,0
900,1000,guess,/ɡɛs/,"đoán, phỏng đoán, cho rằng",Verb,Noun|Verb,A2,Kids,0,4,guesses guessed guessing,0
901,1000,fun,/fʌn/,"niềm vui, sự vui vẻ, trò vui",Noun,Noun|Verb,A2,Kids,0,1,,0
902,1000,protect,/prəˈtɛkt/,"bảo vệ, che chở, bảo hộ",Verb,Verb,A2,Kids,0,4,protects protected protecting,0
903,1000,resource,/ˈriːsɔːrs/,"tài nguyên, nguồn lực, nguồn tài trợ",Noun,Noun,A2,Kids,0,4,resources resourced resourcing,0
904,1000,science,/ˈsaɪəns/,"khoa học, ngành khoa học",Noun,Noun,A2,Kids,0,2,sciences,0
905,1000,disease,/dɪˈziːz/,"bệnh, căn bệnh, bệnh tật",Noun,Noun,A2,Kids,0,3,diseases diseased,0
906,1000,balance,/ˈbæləns/,"sự cân bằng, thế thăng bằng; số dư",Noun,Noun|Verb,A2,Kids,0,4,balances balanced balancing,1
907,1000,damage,/ˈdæmədʒ/,"thiệt hại, hư hỏng, tổn hại",Noun,Noun|Verb,A2,Kids,0,4,damages damaged damaging,0
908,1000,basis,/ˈbeɪsəs/,"cơ sở, nền tảng, căn cứ",Noun,Noun,A2,Kids,0,1,,0
909,1000,author,/ˈɔːθər/,"tác giả, người viết, nhà văn",Noun,Noun,A2,Kids,0,4,authors authored authoring,0
910,1000,basic,/ˈbeɪsɪk/,"cơ bản, căn bản, cốt lõi",Adjective,Adjective,A2,Kids,0,2,basics,0
911,1000,encourage,/ɛnˈkɜːrɪdʒ/,"khuyến khích, động viên, cổ vũ",Verb,Verb,A2,Kids,0,4,encourages encouraged encouraging,0
912,1000,hair,/hɛr/,"tóc, lông, sợi tóc",Noun,Noun,A2,Kids,0,3,hairs haired,0
913,1000,male,/meɪl/,"nam, giống đực, thuộc nam giới",Adjective,Adjective|Noun,A2,Kids,0,2,males,0
914,1000,operate,/ˈɑːpərˌeɪt/,"vận hành, điều khiển, phẫu thuật",Verb,Verb,A2,Kids,0,4,operates operated operating,0
915,1000,reflect,/rɪˈflɛkt/,"phản ánh, phản chiếu, suy ngẫm",Verb,Verb,A2,Kids,0,4,reflects reflected reflecting,0
916,1000,exercise,/ˈɛksərˌsaɪz/,"bài tập, sự tập luyện, sự vận động",Noun,Noun|Verb,A2,Kids,0,4,exercises exercised exercising,0
917,1000,useful,/ˈjuːsfəl/,"hữu ích, có ích, hữu dụng",Adjective,Adjective,A2,Kids,0,1,,0
918,1000,restaurant,/ˈrɛstərˌɑːnt/,"nhà hàng, quán ăn, tiệm ăn",Noun,Noun,A2,Kids,0,2,restaurants,0
919,1000,income,/ˈɪnˌkʌm/,"thu nhập, lợi tức, tiền kiếm được",Noun,Noun,A2,Kids,0,2,incomes,0
920,1000,property,/ˈprɑːpərti/,"tài sản, bất động sản; thuộc tính",Noun,Noun,A2,Kids,0,2,properties,1
921,1000,previous,/ˈpriːviəs/,"trước đó, trước đây, liền trước",Adjective,Adjective|Adverb,A2,Kids,0,1,,0
922,1000,dark,/dɑːrk/,"tối, tối tăm, sẫm màu",Adjective,Adjective|Noun,A2,Kids,0,3,darker darkest,0
923,1000,imagine,/ˌɪˈmædʒən/,"tưởng tượng, hình dung, mường tượng",Verb,Verb,A2,Kids,0,5,imagines imagined imagining imaginings,0
924,1000,okay,/ˌoʊˈkeɪ/,"ổn, được, không sao",Adjective,Adjective|Noun,A2,Kids,0,5,okays okayed okaying ok,0
925,1000,earn,/ɜːrn/,"kiếm được, giành được, thu về",Verb,Verb,A2,Kids,0,5,earns earned earning earnings,0
926,1000,daughter,/ˈdɔːtər/,"con gái, người con gái",Noun,Noun,A2,Kids,0,2,daughters,0
927,1000,post,/poʊst/,"đăng bài, gửi thư, niêm yết",Verb,Noun|Verb,A2,Kids,0,5,posts posted posting postings,0
928,1000,newspaper,/ˈnuːzˌpeɪpər/,"tờ báo, báo, nhật báo",Noun,Noun,A2,Kids,0,2,newspapers,0
929,1000,define,/dɪˈfaɪn/,"định nghĩa, xác định, giải nghĩa",Verb,Verb,A2,Kids,0,4,defines defined defining,0
930,1000,conclusion,/kənˈkluːʒən/,"kết luận, sự kết thúc, phần cuối",Noun,Noun,A2,Kids,0,2,conclusions,0
931,1000,clock,/klɑːk/,"đồng hồ, đồng hồ treo tường",Noun,Noun|Verb,A2,Kids,0,4,clocks clocked clocking,0
932,1000,everybody,/ˈɛvriˌbɑːdi/,"mọi người, tất cả mọi người, ai nấy",Pronoun,Pronoun|Noun,A2,Grammar,1,1,,0
933,1000,weekend,/ˈwiːˌkɛnd/,"cuối tuần, ngày cuối tuần",Noun,Noun|Verb,A2,Kids,0,3,weekends weekending,0
934,1000,perform,/pərˈfɔːrm/,"thực hiện, biểu diễn, trình diễn",Verb,Verb,A2,Kids,0,4,performs performed performing,0
935,1000,professional,/prəˈfɛʃənəl/,"chuyên nghiệp, thuộc nghề nghiệp, nhà nghề",Adjective,Adjective|Noun,A2,Kids,0,2,professionals,0
936,1000,mine,/maɪn/,"của tôi, cái của tôi",Pronoun,Pronoun|Noun|Verb,A2,Grammar,1,4,mines mined mining,0
937,1000,debate,/dəˈbeɪt/,"tranh luận, bàn cãi, thảo luận",Verb,Noun|Verb,A2,Kids,0,4,debates debated debating,0
938,1000,memory,/ˈmɛməri/,"trí nhớ, kỷ niệm, bộ nhớ",Noun,Noun,A2,Kids,0,2,memories,0
939,1000,green,/ɡriːn/,"màu xanh lá, xanh lục, xanh non",Adjective,Adjective|Noun|Verb,A2,Kids,0,6,greens greened greening greener greenest,0
940,1000,song,/sɔːŋ/,"bài hát, ca khúc, khúc ca",Noun,Noun,A2,Kids,0,2,songs,0
941,1000,object,/ˈɑːbdʒɛkt/,"vật thể, đồ vật, đối tượng",Noun,Noun|Verb,A2,Kids,0,4,objects objected objecting,0
942,1000,maintain,/meɪnˈteɪn/,"duy trì, bảo trì, khẳng định",Verb,Verb,A2,Kids,0,4,maintains maintained maintaining,0
943,1000,credit,/ˈkrɛdət/,"tín dụng, sự ghi công, uy tín",Noun,Noun|Verb,A2,Kids,0,4,credits credited crediting,0
944,1000,ring,/rɪŋ/,"reo, rung chuông, gọi điện thoại",Verb,Noun|Verb,A2,Kids,0,6,rings ringed rang ringing rung,0
945,1000,discover,/dɪˈskʌvər/,"khám phá, phát hiện, tìm ra",Verb,Verb,A2,Kids,0,4,discovers discovered discovering,0
946,1000,dead,/dɛd/,"chết, đã chết, hết sinh khí",Adjective,Adjective|Noun|Adverb,A2,Kids,0,3,deader deadest,0
947,1000,afternoon,/ˌæftərˈnuːn/,"buổi chiều, chiều, xế trưa",Noun,Noun,A2,Kids,0,2,afternoons,0
948,1000,prefer,/prəˈfɜːr/,"thích hơn, ưa thích hơn, chuộng hơn",Verb,Verb,A2,Kids,0,6,prefers preferred preferring prefered prefering,0
949,1000,extend,/ɪkˈstɛnd/,"mở rộng, kéo dài, gia hạn",Verb,Verb,A2,Kids,0,4,extends extended extending,0
950,1000,possibility,/ˌpɑːsəˈbɪləˌtiː/,"khả năng, sự có thể, triển vọng",Noun,Noun,A2,Kids,0,2,possibilities,0
951,1000,direction,/dərˈɛkʃən/,"phương hướng, hướng đi, sự chỉ đạo",Noun,Noun,A2,Kids,0,2,directions,0
952,1000,facility,/fəˈsɪlɪti/,"cơ sở vật chất, công trình, tiện nghi",Noun,Noun,A2,Kids,0,2,facilities,0
953,1000,variety,/vərˈaɪəti/,"sự đa dạng, nhiều loại, chủng loại",Noun,Noun,A2,Kids,0,2,varieties,0
954,1000,daily,/ˈdeɪli/,"hằng ngày, mỗi ngày, thường nhật",Adjective,Adjective|Noun,A2,Kids,0,2,dailies,0
955,1000,clothes,/kloʊðz/,"quần áo, y phục, đồ mặc",Noun,Noun,A2,Kids,0,1,,0
956,1000,screen,/skriːn/,"màn hình, màn che, tấm chắn",Noun,Noun|Verb,A2,Kids,0,5,screens screened screening screenings,0
957,1000,track,/træk/,"đường ray, đường chạy, dấu vết",Noun,Noun|Verb,A2,Kids,0,4,tracks tracked tracking,0
958,1000,dance,/dæns/,"nhảy múa, khiêu vũ, múa",Verb,Noun|Verb,A2,Kids,0,4,dances danced dancing,0
959,1000,completely,/kəmˈpliːtli/,"hoàn toàn, trọn vẹn, triệt để",Adverb,Adverb,A2,Kids,0,1,,0
960,1000,female,/ˈfiːˌmeɪl/,"nữ, giống cái, thuộc nữ giới",Adjective,Adjective|Noun,A2,Kids,0,2,females,0
961,1000,responsibility,/riˌspɑːnsəˈbɪləti/,"trách nhiệm, bổn phận, nghĩa vụ",Noun,Noun,A2,Kids,0,2,responsibilities,0
962,1000,original,/ərˈɪdʒənəl/,"nguyên bản, ban đầu, độc đáo",Adjective,Adjective|Noun,A2,Kids,0,2,originals,0
963,1000,sister,/ˈsɪstər/,"chị gái, em gái, chị em",Noun,Noun,A2,Kids,0,2,sisters,0
964,1000,rock,/rɑːk/,"đá, tảng đá, đá tảng",Noun,Noun|Verb,A2,Kids,0,4,rocks rocked rocking,0
965,1000,dream,/driːm/,"giấc mơ, ước mơ, giấc mộng",Noun,Noun|Verb,A2,Kids,0,5,dreams dreamed dreaming dreamt,0
966,1000,nor,/nɔːr/,"cũng không, và cũng không",Conjunction,Conjunction|Adverb,A2,Grammar,1,1,,0
967,1000,university,/ˌjuːnəˈvɜːrsəti/,"trường đại học, đại học",Noun,Noun,A2,Kids,0,2,universities,0
968,1000,easily,/ˈiːzəli/,"dễ dàng, một cách dễ dàng, thoải mái",Adverb,Adverb,A2,Kids,0,1,,0
969,1000,agency,/ˈeɪdʒənsi/,"cơ quan, đại lý, hãng",Noun,Noun,A2,Kids,0,2,agencies,0
970,1000,dollar,/ˈdɑːlər/,"đô la, đồng đô la",Noun,Noun,A2,Kids,0,2,dollars,0
971,1000,garden,/ˈɡɑːrdən/,"khu vườn, vườn, vườn cảnh",Noun,Noun|Verb,A2,Kids,0,4,gardens gardened gardening,0
972,1000,fix,/fɪks/,"sửa chữa, khắc phục, cố định",Verb,Verb|Noun,A2,Kids,0,5,fixes fixed fixing fixings,0
973,1000,ahead,/əˈhɛd/,"phía trước, ở phía trước, trước",Adverb,Adverb|Adjective,A2,Kids,0,1,,0
974,1000,cross,/krɔːs/,"băng qua, vượt qua, đi ngang",Verb,Noun|Adjective|Verb,A2,Kids,0,5,crosses crossed crossing crossings,0
975,1000,yeah,/jæ/,"ừ, vâng, đúng vậy",Interjection,Interjection|Adverb,A2,Kids,0,1,,0
976,1000,weight,/weɪt/,"trọng lượng, cân nặng, sức nặng",Noun,Noun|Verb,A2,Kids,0,5,weights weighted weighting weightings,0
977,1000,legal,/ˈliːɡəl/,"hợp pháp, thuộc pháp lý, đúng luật",Adjective,Adjective,A2,Kids,0,1,,0
978,1000,proposal,/prəˈpoʊzəl/,"đề xuất, lời đề nghị, lời cầu hôn",Noun,Noun,A2,Kids,0,2,proposals,0
979,1000,version,/ˈvɜːrʒən/,"phiên bản, bản, dị bản",Noun,Noun,A2,Kids,0,3,versions versioned,0
980,1000,conversation,/ˌkɑːnvərˈseɪʃən/,"cuộc trò chuyện, cuộc đối thoại",Noun,Noun,A2,Kids,0,2,conversations,0
981,1000,somebody,/ˈsʌmˌbɑːdi/,"ai đó, một người nào đó",Pronoun,Pronoun,A2,Grammar,1,1,,0
982,1000,pound,/paʊnd/,"cân Anh; đồng bảng, bảng Anh",Noun,Noun|Verb,A2,Kids,0,5,pounds pounded pounding poundings,1
983,1000,magazine,/ˈmæɡəˌziːn/,"tạp chí, tập san, ấn phẩm định kỳ",Noun,Noun,A2,Kids,0,2,magazines,0
984,1000,shape,/ʃeɪp/,"hình dạng, hình thù, vóc dáng",Noun,Noun|Verb,A2,Kids,0,4,shapes shaped shaping,0
985,1000,sea,/siː/,"biển, đại dương, biển cả",Noun,Noun,A2,Kids,0,2,seas,0
986,1000,immediately,/ˌɪˈmiːˌdiːətli/,"ngay lập tức, tức thì, ngay",Adverb,Adverb,A2,Kids,0,1,,0
987,1000,welcome,/ˈwɛlkəm/,"chào đón, hoan nghênh, đón tiếp",Verb,Adjective|Interjection|Noun|Verb,A2,Kids,0,4,welcomes welcomed welcoming,0
988,1000,smile,/smaɪl/,"mỉm cười, cười, tươi cười",Verb,Noun|Verb,A2,Kids,0,4,smiles smiled smiling,0
989,1000,communication,/kəˌmjuːnəˈkeɪʃən/,"sự giao tiếp, thông tin liên lạc",Noun,Noun,A2,Kids,0,2,communications,0
990,1000,agent,/ˈeɪdʒənt/,"đại lý, đặc vụ, người đại diện",Noun,Noun,A2,Kids,0,2,agents,0
991,1000,traditional,/trəˈdɪʃənəl/,"truyền thống, cổ truyền, theo lệ xưa",Adjective,Adjective,A2,Kids,0,1,,0
992,1000,replace,/ˌriːˈpleɪs/,"thay thế, thay, đổi mới",Verb,Verb,A2,Kids,0,4,replaces replaced replacing,0
993,1000,judge,/dʒʌdʒ/,"thẩm phán, quan tòa, giám khảo",Noun,Noun|Verb,A2,Kids,0,4,judges judged judging,0
994,1000,herself,/hərˈsɛlf/,"chính cô ấy, tự cô ấy, bản thân cô ấy",Pronoun,Pronoun,A2,Grammar,1,1,,0
995,1000,suddenly,/ˈsʌdənli/,"đột nhiên, bất ngờ, thình lình",Adverb,Adverb|Adjective|Noun,A2,Kids,0,1,,0
996,1000,generation,/ˌdʒɛnərˈeɪʃən/,"thế hệ, đời, lứa",Noun,Noun,A2,Kids,0,2,generations,0
997,1000,estimate,/ˈɛstəmət/,"ước tính, ước lượng, đánh giá",Verb,Noun|Verb,A2,Kids,0,4,estimates estimated estimating,0
998,1000,favorite,/ˈfeɪvərɪt/,"yêu thích, ưa thích nhất, được cưng",Adjective,Adjective|Noun,A2,Kids,0,4,favorites favourite favourites,0
999,1000,difficulty,/ˈdɪfəkəlti/,"khó khăn, trở ngại, sự gian nan",Noun,Noun,A2,Kids,0,2,difficulties,0
1000,1000,purchase,/ˈpɜːrtʃəs/,"mua, mua sắm, tậu",Verb,Noun|Verb,A2,Kids,0,4,purchases purchased purchasing,0
1001,2000,announce,/əˈnaʊns/,"thông báo, tuyên bố, công bố",Verb,Verb,B1,Teen,0,4,announces announced announcing,0
1002,2000,unless,/ənˈlɛs/,"trừ khi, nếu không, chỉ trừ khi",Conjunction,Conjunction,B1,Grammar,1,1,,0
1003,2000,independent,/ˌɪndɪˈpɛndənt/,"độc lập, tự chủ, tự lập",Adjective,Adjective|Noun,B1,Teen,0,2,independents,0
1004,2000,recommend,/ˌrɛkəˈmɛnd/,"giới thiệu, khuyên, tiến cử",Verb,Verb,B1,Teen,0,4,recommends recommended recommending,0
1005,2000,survey,/sərˈveɪ/,"cuộc khảo sát, cuộc điều tra, bản thăm dò",Noun,Noun|Verb,B1,Teen,0,4,surveys surveyed surveying,0
1006,2000,majority,/məˈdʒɔːrəti/,"đa số, phần lớn, số đông",Noun,Noun,B1,Teen,0,2,majorities,0
1007,2000,stick,/stɪk/,"dán, dính vào, mắc kẹt",Verb,Noun|Verb,B1,Teen,0,4,sticks stuck sticking,0
1008,2000,request,/rɪˈkwɛst/,"yêu cầu, đề nghị, thỉnh cầu",Verb,Noun|Verb,B1,Teen,0,4,requests requested requesting,0
1009,2000,rich,/rɪtʃ/,"giàu, giàu có, phong phú",Adjective,Adjective,B1,Teen,0,3,richer richest,0
1010,2000,wind,/waɪnd/,"gió, luồng gió, cơn gió",Noun,Noun|Verb,B1,Teen,0,4,winds winded winding,0
1011,2000,none,/nʌn/,"không ai, không cái nào, không chút nào",Pronoun,Pronoun|Noun|Adverb,B1,Grammar,1,1,,0
1012,2000,exchange,/ɪksˈtʃeɪndʒ/,"trao đổi, đổi, hoán đổi",Verb,Noun|Verb,B1,Teen,0,4,exchanges exchanged exchanging,0
1013,2000,budget,/ˈbʌdʒɪt/,"ngân sách, kinh phí, dự toán",Noun,Noun|Verb,B1,Teen,0,4,budgets budgeted budgeting,0
